OTU.rep	Domain	Phylum	Class	Order	Family	Genus
JQ287193.1.1534	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
JQ287271.1.1462	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	NA	NA
JQ287280.1.1438	Bacteria	BD1-5	NA	NA	NA	NA
JQ287305.1.1489	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
JQ287318.1.1462	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA
JQ287362.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured
JQ287469.1.1459	Bacteria	Candidate division OD1	NA	NA	NA	NA
JQ309130.1.1445	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Family Incertae Sedis	Blastocatella
JQ311833.1.1386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
JQ311864.1.1423	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured
JQ319066.1.1528	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
JQ327915.1.915	Archaea	Thaumarchaeota	Marine Group I	NA	NA	NA
JQ337437.1.1452	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ337706.1.1418	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ337710.1.1408	Bacteria	Candidate division BRC1	NA	NA	NA	NA
JQ337740.1.1410	Bacteria	Bacteroidetes	Cytophagia	Order II Incertae Sedis	Rhodothermaceae	uncultured
JQ346769.1.1359	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Family Incertae Sedis	Blastocatella
JQ347298.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	MBAE14	NA
JQ347300.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
JQ347309.1.1468	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
JQ347334.1.1457	Bacteria	Proteobacteria	Alphaproteobacteria	Adriatic90	NA	NA
JQ347336.1.1424	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	NA
JQ347346.1.1450	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
JQ347348.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
JQ347370.1.1479	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula
JQ347378.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium
JQ347468.1.1460	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
JQ347502.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
JQ348904.1.1455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudoxanthobacter
JQ359082.1.1446	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ390015.1.1283	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella
JQ396538.1.1520	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
JQ396600.1.1499	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
JQ396614.1.1521	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ407277.1.1411	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
JQ407279.1.1424	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
JQ407283.1.1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caminicella
JQ407284.1.1354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
JQ407299.1.1385	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	uncultured
JQ407932.1.1355	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter
JQ407945.1.1328	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
JQ407953.1.1344	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	NA
JQ407955.1.1326	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA
JQ407976.1.1309	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Family Incertae Sedis	Caedibacter
JQ407979.1.1307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
JQ407987.1.1306	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
JQ408020.1.1305	Bacteria	Candidate division TM7	NA	NA	NA	NA
JQ408027.1.1365	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
JQ408047.1.1348	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
JQ408066.1.1363	Bacteria	TM6	NA	NA	NA	NA
JQ408081.1.1361	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
JQ408102.1.1365	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
JQ408135.1.1338	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	uncultured	NA
JQ408143.1.1346	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
JQ421318.1.1457	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halolactibacillus
JQ425952.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
JQ425976.1.1509	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426017.1.1506	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426030.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
JQ426041.1.1422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JQ426079.1.1456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
JQ426080.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA
JQ426141.1.1444	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	NA
JQ426162.1.1417	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426219.1.1509	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	NA
JQ426322.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	WW2-159	NA
JQ426454.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	WW2-159	NA
JQ426463.1.1504	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426613.1.1508	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426617.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
JQ426646.1.1505	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JQ426667.1.1510	Bacteria	Bacteroidetes	Cytophagia	Order III Incertae Sedis	ML602J-37	NA
JQ426765.1.1489	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured
JQ426859.1.1509	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
JQ427050.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	uncultured
JQ427165.1.1394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JQ427194.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
JQ427286.1.1462	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
JQ427556.1.1485	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
JQ427587.1.1426	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
JQ427624.1.1480	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Simiduia
JQ427636.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
JQ427668.1.1469	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
JQ427698.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA
JQ427704.1.1508	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Methylohalomonas
JQ427779.1.1478	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	NA
JQ427789.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	uncultured
JQ427838.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
JQ427871.1.1509	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	NA
JQ427963.1.1512	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
JQ428187.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	JG34-KF-161	NA
JQ428259.1.1485	Bacteria	Acidobacteria	Acidobacteria	Subgroup 21	NA	NA
JQ428520.1.1476	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
JQ428684.1.1485	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	NA
JQ428707.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured
JQ428764.1.1454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JQ435705.1.1533	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ446761.1.1416	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ447595.1.1414	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
JQ447632.1.1408	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
JQ447783.1.1381	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ448032.1.1398	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ448065.1.1401	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ448249.1.1401	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ448471.1.1418	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ448672.1.1414	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ448679.1.1337	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ448711.1.1414	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ448723.1.1421	Bacteria	Firmicutes	Bacilli	Bacillales	Family XI Incertae Sedis	Gemella
JQ448749.1.1412	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ448796.1.1393	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ448797.1.1389	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ448826.1.1385	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ449013.1.1418	Bacteria	Firmicutes	Bacilli	Bacillales	Family XI Incertae Sedis	Gemella
JQ449085.1.1387	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ449272.1.1394	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ449281.1.1398	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ449345.1.1397	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
JQ449468.1.1398	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ449863.1.1392	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
JQ449910.1.1348	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ449915.1.1384	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ449983.1.1321	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
JQ449987.1.1413	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ450008.1.1405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ450010.1.1399	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ450291.1.1417	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ451065.1.1311	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
JQ451131.1.1383	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ451250.1.1415	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella
JQ451260.1.1383	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ451660.1.1399	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ451876.1.1374	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ451880.1.1378	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ451961.1.1370	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ451985.1.1383	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ451990.1.1341	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ452015.1.1405	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ452041.1.1416	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ452070.1.1379	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ452074.1.1398	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ452102.1.1426	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ452136.1.1404	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ452138.1.1369	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ452301.1.1384	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ452432.1.1407	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ452444.1.1376	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ452495.1.1394	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella
JQ452577.1.1415	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ452653.1.1393	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ452691.1.1389	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ452714.1.1417	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ452769.1.1357	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ452877.1.1306	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ452924.1.1370	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ452954.1.1336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ452983.1.1387	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ453072.1.1419	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ453131.1.1399	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ453344.1.1379	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ453362.1.1404	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
JQ453398.1.1408	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ453452.1.1415	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ453464.1.1262	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ453520.1.1313	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ453535.1.1340	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ454182.1.1389	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
JQ454625.1.1415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ454926.1.1403	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ455366.1.1371	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ455413.1.1387	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ455443.1.1428	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ456001.1.1395	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ456007.1.1370	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ456016.1.1383	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ456116.1.1409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ456144.1.1403	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ456171.1.1410	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
JQ456194.1.1358	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ456243.1.1365	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ456251.1.1385	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ456289.1.1338	Bacteria	Candidate division TM7	NA	NA	NA	NA
JQ456558.1.1313	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ456590.1.1399	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ457781.1.1414	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ457812.1.1407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ457846.1.1407	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ459141.1.1421	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
JQ460113.1.1393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
JQ460126.1.1415	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ460211.1.1408	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ460240.1.1392	Bacteria	Candidate division TM7	NA	NA	NA	NA
JQ460241.1.1408	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
JQ460869.1.1408	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ460876.1.1398	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ462121.1.1450	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ462643.1.1444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
JQ463503.1.1282	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Sufflavibacter
JQ463729.1.1398	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
JQ463926.1.1373	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ464419.1.1410	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ465113.1.1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
JQ465331.1.1369	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ466105.1.1298	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ466559.1.1401	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ466856.1.1404	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ466969.1.1400	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ466976.1.1379	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
JQ467041.1.1375	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ467062.1.1413	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
JQ467102.1.1379	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
JQ467292.1.1350	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ467303.1.1436	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
JQ467421.1.1395	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
JQ467433.1.1323	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
JQ467817.1.1406	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
JQ467848.1.1372	Bacteria	Candidate division SR1	NA	NA	NA	NA
JQ467933.1.1407	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
JQ468112.1.1391	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella
JQ468346.1.1383	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
JQ468465.1.1385	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
JQ468475.1.1363	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
JQ468614.1.1399	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ468956.1.1373	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
JQ469282.1.1382	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
JQ469524.1.1369	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
JQ470231.1.1395	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
JQ470509.1.1394	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella
JQ471150.1.1400	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
JQ472380.1.1362	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
